你好再见,#genre#
古惑仔1,http://v3.tlkqc.com/wjv3/202312/01/jfZVicnxGY2/video/1000k_720/hls/index.m3u8
古惑仔3之只手遮天,http://c1.rrcdnbf2.com/video/guhuozi3zhizhishouzhetian/HD粤语/index.m3u8
老笠,http://s5.bfzycdn.com/video/laoli/HD%E5%9B%BD%E8%AF%AD/index.m3u8
失业皇帝,http://tyyszywvod5.com/videos/202503/16/67d48cb2582cdc10c4b2c024/ad2717/index.m3u8



泰国单片,#genre#
泰頑皮鬼1,http://cdn10.hdzyk-cdn.com/20221213/18912_52f45805/1000k/hls/mixed.m3u8
泰頑皮鬼2,http://cdn10.hdzyk-cdn.com/20221213/18911_1d5d537c/1000k/hls/mixed.m3u8
泰頑皮鬼3,http://cdn10.hdzyk-cdn.com/20221213/18910_28fa4795/1000k/hls/mixed.m3u8
泰頑皮鬼4,http://cdn10.hdzyk-cdn.com/20221213/18907_c682ce3a/1000k/hls/mixed.m3u8
泰頑皮鬼5,http://cdn13.hdzyk-cdn.com/20221213/508_8e191efe/2000k/hls/mixed.m3u8
